site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Stackpole Rocks,STAC,48.1,-60.957399999999986,-62.67799999999935,gentoo penguin,4,12,1965,1965,4,1,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Sterneck Island,STER,48.1,-60.982599999999984,-64.2009999999996,gentoo penguin,23,1,2016,2015,3668,2,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Stranger Point,STRA,48.1,-58.6161,-62.259999999999266,gentoo penguin,,1,2007,2006,3294,1,chicks,ground,<strong>Carlini  A. R.  N. R. Coria  M. M. Santos  J. Negrete  M. A. Ju&#225;res  and G. A. Daneri </strong><i> 2009</i>. Responses of <i>Pygoscelis adeliae</i> and <i>P. papua</i> populations to environmental changes at Isla 25 de Mayo (King George Island). Polar Biology 32:1427-1433.
Triangle Point,TRIA,48.1,-59.83899999999998,-62.52199999999932,gentoo penguin,3,2,1966,1965,45,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Truant Island,TRUA,48.1,-63.40699999999998,-64.92299999999966,gentoo penguin,21,1,2013,2012,921,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Cape Tuxen,TUXE,48.1,-64.11779999999999,-65.2666999999997,gentoo penguin,24,1,2016,2015,302,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Tuxen Rocks,TXRX,48.1,-64.13339999999998,-65.25489999999971,gentoo penguin,24,1,2016,2015,39,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Useful Island,USEF,48.1,-62.86399999999998,-64.71699999999966,gentoo penguin,24,12,2015,2015,1810,2,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Vernadsky Station,VERN,48.1,-64.25669999999998,-65.2452999999997,gentoo penguin,13,1,2015,2014,236,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Waterboat Point,WATE,48.1,-62.858099999999986,-64.82359999999966,gentoo penguin,30,12,2016,2016,3180,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Weddell Island,WEDD,48.2,-44.84789999999998,-60.635899999998855,gentoo penguin,20,12,1987,1987,376,1,nests,ground,<strong>Trathan  P. N.  F. H. J. Daunt  and E. J. Murphy  </strong> editors  <i> 1996</i>. South Georgia: An ecological atlas. British Antarctic Survey  Cambridge  United Kingdom.
Point Wild,WILD,48.1,-54.86099999999999,-61.09799999999899,gentoo penguin,6,3,1971,1970,20,5,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Watson Peninsula (east coast),WPEC,48.2,-44.54359999999999,-60.67609999999887,gentoo penguin,,,1994,1994,10,1,nests,ground,<strong>Woehler  E. J. and J. P. Croxall  </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.
Yalour Islands,YALO,48.1,-64.15639999999999,-65.23889999999969,gentoo penguin,,,2013,2013,25,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Yankee Harbor,YANK,48.1,-59.768699999999995,-62.52569999999932,gentoo penguin,28,12,2016,2016,5466,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
