site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Cape Shirreff,SHIR,48.1,-60.787399999999984,-62.45749999999932,chinstrap penguin,27,11,2010,2010,4127,1,nests,ground,<strong>Antarctic Ecosystem Research Group  </strong><i> 2014c</i>. AMLR 2010-2011 Field Season Report. Technical report  National Oceanic & Atmospheric Administration  La Jolla  United States. 
Shag Island,SHIS,48.1,-58.29699999999998,-62.18499999999925,chinstrap penguin,,,1980,1980,359,1,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Skilling Island (north coast),SKIL,48.2,-45.149999999999984,-60.78329999999888,chinstrap penguin,31,12,1983,1983,6500,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Small Island,SMAL,48.1,-61.45489999999999,-64.01209999999958,chinstrap penguin,29,1,1986,1985,1000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Unnamed islands (South of Matthews Island),SMAT,48.2,-45.153999999999996,-60.741999999998875,chinstrap penguin,31,12,1983,1983,11500,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Smiggers Island,SMIG,48.1,-65.35139999999998,-65.45969999999971,chinstrap penguin,7,1,2013,2012,2,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Cape Smith,SMIT,48.1,-62.299999999999976,-62.87379999999939,chinstrap penguin,4,2,1987,1986,4500,2,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
South Point Bluff,SPBL,48.1,-60.63469999999999,-63.01579999999941,chinstrap penguin,,12,2011,2011,217,3,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Spert Island,SPER,48.1,-60.97779999999999,-63.861399999999534,chinstrap penguin,5,1,2014,2013,0,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Spigot Peak,SPIG,48.1,-62.55399999999999,-64.63499999999965,chinstrap penguin,21,12,2016,2016,496,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Spine Island (Coronation Island),SPIN,48.2,-46.02019999999999,-60.59399999999885,chinstrap penguin,28,11,2003,2003,125000,5,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Spigot Peak Point,SPIP,48.1,-62.55799999999999,-64.62499999999964,chinstrap penguin,21,12,2016,2016,332,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Split Beach,SPLI,48.1,-54.93699999999998,-61.155999999999004,chinstrap penguin,18,1,1971,1970,30,5,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
South Point Bluff (northwest),SPNW,48.1,-60.670199999999994,-63.013799999999414,chinstrap penguin,,12,2011,2011,5352,2,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Sprightly Islands Vicinity,SPRI,48.1,-61.07199999999998,-64.28299999999959,chinstrap penguin,9,2,2011,2010,110,1,nests,ground,<strong>Gonz&#225;lez-Zevallos  D.  M. M. Santos  E. F. Rombol&#225;  M. A. Ju&#225;res  and N. R. Coria  </strong><i> 2013</i>. Abundance and breeding distribution of seabirds in the northern part of the Danco Coast  Antarctic Peninsula. Polar Research 32:1-7.
Spindrift Rocks,SPRO,48.2,-45.64399999999999,-60.68299999999886,chinstrap penguin,16,12,2015,2015,69,1,nests,ground,<strong>Dunn  M.J.  Jackson  J.A.  Adlard  S.  Lynnes  A.S.  Briggs  D.R.  Fox  D.  C.M. Waluda. </strong><i> 2016</i>. Population size and decadal trends of three penguin species nesting at Signy island  South Orkney islands. PLoS ONE 11(10): e0164025.
Spigot Peak Tripod,SPTR,48.1,-62.56219999999998,-64.63579999999963,chinstrap penguin,1,1,2018,2017,95,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Spence Harbour and unnamed island,SPUI,48.2,-45.16899999999999,-60.69899999999887,chinstrap penguin,31,12,1983,1983,950,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Steepholm Islands,STEE,48.2,-45.149999999999984,-60.78329999999888,chinstrap penguin,31,12,1983,1983,20,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Stene Point,STEN,48.2,-45.70699999999999,-60.653999999998874,chinstrap penguin,4,1,1984,1983,1000,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Sterneck Island,STER,48.1,-60.982599999999984,-64.2009999999996,chinstrap penguin,21,2,2016,2015,0,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Stigant Point,STIG,48.1,-58.718499999999985,-62.02299999999922,chinstrap penguin,29,1,1987,1986,13550,2,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Stoker Island,STOK,48.1,-59.84999999999999,-62.399999999999295,chinstrap penguin,26,12,2015,2015,,,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Stranger Point,STRA,48.1,-58.6161,-62.259999999999266,chinstrap penguin,,,1988,1988,265,1,nests,ground,<strong>Aguirre  C. A.  </strong><i> 1995</i>. Distribution and abundance of birds at Potter Peninsula  25 de Mayo (King George) Island  South Shetland Islands  Antarctica. Marine Ornithology 23:23-31. 
Tartar Point,TART,48.1,-58.42299999999998,-61.936999999999195,chinstrap penguin,29,1,1987,1986,35000,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Taylor Point,TAYL,48.1,-57.641999999999996,-61.93299999999919,chinstrap penguin,31,1,1987,1986,0,1,nests,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Tetrad Islands,TETR,48.1,-60.73399999999999,-63.91799999999955,chinstrap penguin,17,12,2017,2017,285,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Thunder Bay,THUN,48.1,-54.11699999999998,-61.31199999999904,chinstrap penguin,25,12,1976,1976,20000,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Trinity Island (east),TIEA,48.1,-60.68299999999998,-63.88299999999954,chinstrap penguin,16,1,1984,1983,2,1,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Trinity Island (northwest),TINW,48.1,-60.74899999999999,-63.71099999999953,chinstrap penguin,22,1,1987,1986,670,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Trinity Island (southwest),TISW,48.1,-60.87899999999998,-63.899999999999544,chinstrap penguin,17,1,2016,2015,614,2,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Trinity Island (west),TIWE,48.1,-60.82899999999998,-63.832999999999544,chinstrap penguin,22,1,1987,1986,700,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Torgersen Island,TORG,48.1,-64.07409999999999,-64.77309999999964,chinstrap penguin,,,2008,2008,0,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING</strong><i>  2008</i>. Designation of Antarctic Specially Managed Area No. 7: Southwest Anvers island and Palmer Basin. Measure 1  Final Report of the Thirty-first Antarctic Treaty Consultative Meeting  Kyiv  Ukraine. 
Tower Island (east),TOWE,48.1,-59.77899999999998,-63.5909999999995,chinstrap penguin,21,1,1987,1986,2,1,chicks,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Tower Island (west),TOWW,48.1,-59.87599999999998,-63.559999999999505,chinstrap penguin,21,1,1987,1986,1500,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Two points north of Cape Hooker,TPTN,48.1,-61.950999999999986,-63.31899999999947,chinstrap penguin,5,2,1987,1986,100,2,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Trowbridge Islands,TROW,48.1,-57.630399999999995,-61.99599999999922,chinstrap penguin,31,1,1987,1986,2000,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Trundle Island,TRUN,48.1,-65.28849999999998,-65.39379999999971,chinstrap penguin,7,1,2013,2012,1,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
The Toe,TTOE,48.1,-59.16689999999999,-62.327699999999275,chinstrap penguin,11,2,1987,1986,22500,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
The Turret,TTUR,48.2,-45.16599999999999,-60.669999999998886,chinstrap penguin,31,12,1983,1983,4150,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Tupinier Island,TUPI,48.1,-58.26689999999998,-63.37019999999948,chinstrap penguin,,,1990,1990,15000,4,nests,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Turret Point (King George Island),TURR,48.1,-57.951399999999985,-62.087499999999224,chinstrap penguin,2,1,2018,2017,1,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Three islands west of Gerlache Island,TWGI,48.1,-64.24709999999999,-64.59209999999963,chinstrap penguin,8,2,1987,1986,1700,1,chicks,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Twintits Stack,TWIN,48.1,-55.40199999999999,-61.179999999999005,chinstrap penguin,18,1,1971,1970,100,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Uchatka Point,UCHA,48.1,-58.43900000000001,-62.21999999999926,chinstrap penguin,,,1996,1996,745,2,nests,ground,<strong>Myrcha  A.  </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski  editor  The maritime Antarctic coastal ecosystem of Admiralty Bay  pages 129-141. Department of Antarctic Biology  Polish Academy of Sciences  Warsaw  Poland.
Unnamed island off Cape Wallace,UICW,48.1,-62.17829999999998,-63.232199999999445,chinstrap penguin,5,2,1987,1986,50000,5,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Unnamed island off Elephant Point,UIEL,48.1,-60.50199999999998,-62.59999999999933,chinstrap penguin,9,2,1987,1986,500,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Useful Island,USEF,48.1,-62.86399999999998,-64.71699999999966,chinstrap penguin,24,12,2015,2015,138,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Valette Island,VAIS,48.2,-44.621999999999986,-60.757999999998894,chinstrap penguin,28,12,1983,1983,4000,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Cape Valentine,VALE,48.1,-54.65099999999998,-61.10199999999899,chinstrap penguin,4,1,2015,2014,531,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Vapour Col (Deception Island),VAPO,48.1,-60.72099999999998,-62.99199999999939,chinstrap penguin,,12,2011,2011,19177,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Vietor Rock,VIET,48.1,-61.098099999999995,-62.68309999999935,chinstrap penguin,9,2,1987,1986,200,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Vietor Rock (northwest),VRNW,48.1,-61.102099999999986,-62.67459999999935,chinstrap penguin,9,2,1987,1986,100,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Cape Wallace Bluff (south),WABL,48.1,-62.26639999999998,-63.28159999999945,chinstrap penguin,5,2,1987,1986,75000,5,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Walker Point,WALK,48.1,-54.69699999999999,-61.14299999999901,chinstrap penguin,18,1,1971,1970,520,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Cape Wallace,WALL,48.1,-62.20899999999998,-63.23299999999944,chinstrap penguin,5,2,1987,1986,225000,5,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Waterboat Point,WATE,48.1,-62.858099999999986,-64.82359999999966,chinstrap penguin,30,12,2016,2016,2,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Welcome Point,WELC,48.1,-55.42899999999999,-61.133999999999006,chinstrap penguin,18,1,1971,1970,340,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Cape Whitson,WHIT,48.2,-44.54399999999999,-60.74799999999888,chinstrap penguin,8,2,1947,1946,4000,4,adults,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Wideopen Islands,WIDE,48.1,-55.84919999999998,-63.004199999999415,chinstrap penguin,,2,1978,1977,,,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Point Wild,WILD,48.1,-54.86099999999999,-61.09799999999899,chinstrap penguin,10,12,2006,2006,10000,3,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Winkle Island (two islets next to Winkle Island),WINK,48.1,-65.68599999999999,-65.51999999999973,chinstrap penguin,7,1,2013,2012,1,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Window Island,WINW,48.1,-61.123699999999985,-62.565399999999315,chinstrap penguin,3,2,1987,1986,75,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Withem Island,WITH,48.1,-59.13809999999999,-62.23519999999926,chinstrap penguin,1,2,1987,1986,,,nests,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Wood Island,WOOI,48.1,-60.304199999999994,-62.48409999999931,chinstrap penguin,2,2,1987,1986,5500,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Worlds End,WORL,48.1,-57.99599999999999,-61.85599999999918,chinstrap penguin,,,1980,1980,216,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Watson Peninsula (east coast),WPEC,48.2,-44.54359999999999,-60.67609999999887,chinstrap penguin,28,12,1983,1983,11250,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Watson Peninsula (west coast),WPWC,48.2,-44.55099999999999,-60.67499999999887,chinstrap penguin,28,12,1983,1983,2750,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
West of Saddleback Point (Penguin Island),WSAD,48.1,-54.96299999999998,-61.10599999999899,chinstrap penguin,16,2,1971,1970,1000,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Zawadski Stacks,ZAWA,48.1,-58.783999999999985,-62.07899999999922,chinstrap penguin,,,1980,1980,450,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Zed Island,ZEDI,48.1,-60.16599999999998,-62.43299999999931,chinstrap penguin,2,2,1987,1986,8000,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Zig Zag Island,ZIGZ,48.1,-59.84189999999998,-63.6122999999995,chinstrap penguin,21,1,1987,1986,1000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
