site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Eckener Point,ECKE,48.1,-61.604199999999985,-64.43089999999961,chinstrap penguin,12,11,2011,2011,41,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Edwards Point,EDWA,48.1,-59.4984,-62.46289999999931,chinstrap penguin,11,2,1987,1986,40,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
East 2-3 km of Cape Garry,EGAR,48.1,-62.21309999999999,-63.35549999999946,chinstrap penguin,5,2,1987,1986,6000,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Elephant Island (north coast point 0),EIP0,48.1,-55.14499999999999,-61.07699999999898,chinstrap penguin,25,1,1971,1970,250,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Elephant Island (north coast point 1),EIP1,48.1,-55.112999999999985,-61.09099999999899,chinstrap penguin,25,1,1971,1970,1500,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Elephant Island (north coast point 2),EIP2,48.1,-55.08699999999999,-61.09299999999899,chinstrap penguin,25,1,1971,1970,1000,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Elephant Island (north coast point 3),EIP3,48.1,-55.07399999999997,-61.09199999999899,chinstrap penguin,25,1,1971,1970,450,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Elephant Island (north coast point 4),EIP4,48.1,-55.06699999999998,-61.093999999999,chinstrap penguin,25,1,1971,1970,50,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Elephant Island (north coast point 5),EIP5,48.1,-55.05699999999999,-61.093999999999,chinstrap penguin,25,1,1971,1970,20,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Ellium Island,ELLI,48.2,-44.870999999999995,-60.69399999999887,chinstrap penguin,28,12,1983,1983,21400,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Elephant Point,ELPT,48.1,-60.85729999999999,-62.69239999999937,chinstrap penguin,9,2,1987,1986,1500,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Emerald Cove,EMER,48.1,-57.68215799999998,-61.90620799999919,chinstrap penguin,31,1,1987,1986,200,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Emperor Island,EMPE,48.1,-68.70999999999998,-67.86469999999987,chinstrap penguin,14,1,2013,2012,1,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Entrance Point,ENTR,48.1,-60.55329999999999,-62.99809999999942,chinstrap penguin,22,1,2018,2017,873,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Entrance Point West,ENTW,48.1,-60.561999999999976,-63.00799999999941,chinstrap penguin,,12,2011,2011,852,3,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Farewell Rock,FARE,48.1,-61.01829999999999,-63.86779999999955,chinstrap penguin,17,1,2016,2015,99,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
False Ridge,FARI,48.1,-54.05199999999998,-61.28299999999904,chinstrap penguin,25,12,1976,1976,5000,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Ferguslie Peninsula,FERG,48.2,-44.56699999999999,-60.69299999999886,chinstrap penguin,28,12,1983,1983,7420,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Ferrier Peninsula,FERR,48.2,-44.42499999999998,-60.71499999999888,chinstrap penguin,28,12,1983,1983,14200,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Fildes Peninsula (northwest side),FILD,48.1,-58.969999999999985,-62.17299999999925,chinstrap penguin,1,2,1987,1986,150,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Fitchie Bay,FITC,48.2,-44.493999999999986,-60.71399999999888,chinstrap penguin,28,12,1983,1983,1200,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Florence Rock,FLOR,48.2,-44.62199999999998,-60.767999999998906,chinstrap penguin,28,12,1983,1983,500,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Fort Point (Greenwich Island),FORT,48.1,-59.579999999999984,-62.54199999999932,chinstrap penguin,8,1,2018,2017,1243,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Fredriksen Island,FRED,48.2,-44.990099999999984,-60.73259999999888,chinstrap penguin,27,12,1983,1983,40820,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
False Round Point,FRPT,48.1,-57.989299999999986,-61.89829999999918,chinstrap penguin,,,1980,1980,49410,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Fur Seal Point,FURS,48.1,-54.042999999999985,-61.217999999999016,chinstrap penguin,4,2,1977,1976,70450,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Fyr Channel,FYRC,48.2,-45.67299999999999,-60.7289999999989,chinstrap penguin,,,1978,1978,5416,1,chicks,ground,<strong>Croxall  J. P.  D. M. Rootes  and R. A. Price  </strong><i> 1981</i>. Increases in penguin populations at Signy Island  South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.
Gam Point Area,GAMP,48.1,-57.95459999999999,-61.9226999999992,chinstrap penguin,,,1980,1980,90,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Cape Garry,GARY,48.1,-62.25799999999998,-63.360999999999464,chinstrap penguin,5,2,1987,1986,200000,5,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Gaston Islands,GAST,48.1,-61.82699999999999,-64.48479999999964,chinstrap penguin,24,1,2018,2017,323,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Cape Geddes,GEDD,48.2,-44.59,-60.68499999999887,chinstrap penguin,28,12,1983,1983,5000,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Georges Point (Ronge Island),GEOR,48.1,-62.66959999999999,-64.66939999999963,chinstrap penguin,15,2,2018,2017,207,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Gerd Island,GERD,48.2,-45.74369999999998,-60.65739999999886,chinstrap penguin,4,1,1984,1983,20,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Gerlache Island,GERL,48.1,-64.21399999999998,-64.60099999999964,chinstrap penguin,2,1,1985,1984,1000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Gibbon Bay,GIBA,48.2,-45.21399999999999,-60.64899999999885,chinstrap penguin,31,12,1983,1983,60,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Gibbs Island,GIBB,48.1,-55.638499999999986,-61.47099999999909,chinstrap penguin,19,2,2004,2003,80000,4,adults,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Golfcourse Point,GOLF,48.1,-55.47299999999999,-61.12799999999901,chinstrap penguin,18,1,1971,1970,390,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Gourlay Point,GOPT,48.2,-45.58629999999999,-60.73089999999889,chinstrap penguin,29,11,1978,1978,13063,1,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Gosling Islands,GOSL,48.2,-45.941999999999986,-60.64199999999885,chinstrap penguin,4,1,1984,1983,9764,3,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Gourdin Island,GOUR,48.1,-57.30739999999998,-63.19689999999946,chinstrap penguin,10,1,2015,2014,,,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Gosling Islands (west coast),GOWC,48.2,-45.908,-60.63999999999886,chinstrap penguin,4,1,1984,1983,1000,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Graptolite Island,GRAP,48.2,-44.462099999999985,-60.715899999998875,chinstrap penguin,,,1947,1947,,,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
The Green Glen,GREE,48.1,-55.265999999999984,-61.270999999999034,chinstrap penguin,19,12,1970,1970,11555,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Green Island,GREI,48.1,-64.14869999999999,-65.32359999999971,chinstrap penguin,6,1,2013,2012,0,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Grey Island,GREY,48.2,-45.01489999999998,-60.74869999999889,chinstrap penguin,17,12,1983,1983,2350,3,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Georges Rib,GRIB,48.1,-54.972999999999985,-61.156999999999,chinstrap penguin,18,1,1971,1970,280,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Grinder Rock,GRIN,48.1,-61.42559999999999,-63.96599999999955,chinstrap penguin,29,1,1986,1985,120,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Half Moon Island,HALF,48.1,-59.91799999999999,-62.595999999999336,chinstrap penguin,3,12,2016,2016,1903,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Hannah Point,HANN,48.1,-60.61339999999999,-62.65449999999935,chinstrap penguin,28,1,2016,2015,773,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Harmony Point (east),HARE,48.1,-59.22899999999998,-62.30399999999928,chinstrap penguin,1,2,1987,1986,1750,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Harmony Point,HARM,48.1,-59.24249999999999,-62.30639999999928,chinstrap penguin,,,1995,1995,89685,2,nests,ground,<strong>Silva  M. P.  M. Favero  R. J. Casaux  and A. Baroni  </strong><i> 1998</i>. The status of breeding birds at Harmony Point  Nelson Island  Antarctica in summer 1995/96. Marine Ornithology 26:75-78.
Hennequin Point,HENN,48.1,-58.39599999999999,-62.12399999999924,chinstrap penguin,,,1956,1956,,,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Heroina Island,HERO,48.1,-54.608299999999986,-63.39439999999947,chinstrap penguin,9,12,2015,2015,27,1,nests,ground,<strong>Borowicz  A.  P. McDowall  C. Youngflesh  T. Sayre-McCord  G. Clucas  R. Herman  S. Forrest  M. Rider  M. Schwaller  T. Hart  S. Jenouvrier  M. Polito  H. Singh  and H. J. Lynch  </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.
Heywood Island,HEYW,48.1,-59.685399999999994,-62.31739999999929,chinstrap penguin,6,1,1966,1965,23000,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Cape Hooker,HOOK,48.1,-61.962999999999994,-63.33399999999947,chinstrap penguin,5,2,1987,1986,17500,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Cape Hooker Rock (south),HORS,48.1,-61.98199999999998,-63.34499999999948,chinstrap penguin,5,2,1987,1986,4500,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Hall Peninsula (northeast),HPNE,48.1,-61.24099999999999,-62.76899999999938,chinstrap penguin,8,2,1987,1986,3000,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Hall Peninsula (southwest),HPSW,48.1,-61.24399999999998,-62.77499999999936,chinstrap penguin,15,12,2011,2011,1316,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Humble Island,HUMB,48.1,-64.08749999999999,-64.76469999999965,chinstrap penguin,10,12,2011,2011,0,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Two Hummock Island,HUMM,48.1,-61.703299999999984,-64.13619999999958,chinstrap penguin,16,3,1986,1985,3000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Hunt Island,HUNT,48.1,-62.11699999999998,-64.3329999999996,chinstrap penguin,2,2,1987,1986,400,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Hut Bluff,HUTB,48.1,-55.13999999999998,-61.21899999999901,chinstrap penguin,20,12,1970,1970,10810,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Hydrurga Rocks,HYDR,48.1,-61.62589999999999,-64.14539999999957,chinstrap penguin,21,12,2016,2016,1185,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Inaccessible Island,INAC,48.2,-46.7333,-60.56669999999883,chinstrap penguin,,,1986,1986,1000,4,nests,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Intercurrence Island,INTE,48.1,-61.415999999999976,-63.93299999999955,chinstrap penguin,29,1,1986,1985,500,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Isles of Litwin Bay,IOLB,48.1,-58.56899999999998,-61.989999999999206,chinstrap penguin,,,1980,1980,12630,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Jacobs Ladder,JACO,48.1,-54.73699999999999,-61.151999999999,chinstrap penguin,18,1,1971,1970,6000,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Jacques Peak,JACP,48.1,-61.83419999999999,-64.51519999999961,chinstrap penguin,25,12,2017,2017,37,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Cape James,JAME,48.1,-62.69789999999998,-63.090299999999424,chinstrap penguin,5,2,1987,1986,10000,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Jaquinot Rocks,JAQU,48.1,-58.420999999999985,-63.440999999999484,chinstrap penguin,,,1990,1990,35,4,nests,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Jingle Island,JING,48.1,-65.32529999999998,-65.43029999999972,chinstrap penguin,7,1,2013,2012,2,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Jorge Island,JORG,48.1,-59.76069999999999,-62.37979999999929,chinstrap penguin,10,12,1999,1999,3733,4,nests,landsat,<strong>Lynch  H. J. and M. R. Schwaller  </strong><i> 2014</i>. Mapping the abundance and distribution of Ad&#233;lie penguins using Landsat-7: First steps towards an integrated multi-sensor pipeline for tracking populations at the continental scale. PLoS ONE 9:e113301.
Joubin Islands,JOUB,48.1,-64.39919999999998,-64.77439999999964,chinstrap penguin,9,2,1987,1986,15,1,chicks,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Jameson Point Islands,JPTI,48.1,-62.26219999999998,-63.29439999999946,chinstrap penguin,5,2,1987,1986,2750,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Jameson Point (south),JPTS,48.1,-62.252399999999994,-63.307899999999464,chinstrap penguin,5,2,1987,1986,1500,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Jameson Point (vicinity),JPTV,48.1,-62.258299999999984,-63.29599999999947,chinstrap penguin,5,2,1987,1986,55000,5,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Juan Carlos I Station,JUAN,48.1,-60.38299999999999,-62.64999999999933,chinstrap penguin,29,12,2013,2013,,,nests,vhr,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Cape Kater,KATE,48.1,-59.84709999999998,-63.77419999999953,chinstrap penguin,,1,1984,1983,,,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Kay Rock,KAYR,48.1,-60.93499999999999,-64.12599999999958,chinstrap penguin,17,1,2011,2010,0,1,nests,ground,<strong>Gonz&#225;lez-Zevallos  D.  M. M. Santos  E. F. Rombol&#225;  M. A. Ju&#225;res  and N. R. Coria  </strong><i> 2013</i>. Abundance and breeding distribution of seabirds in the northern part of the Danco Coast  Antarctic Peninsula. Polar Research 32:1-7.
Kellick Island,KELL,48.1,-58.39279999999998,-61.918599999999195,chinstrap penguin,31,1,1987,1986,40000,5,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Ketley Point,KETL,48.1,-62.763099999999994,-64.70659999999964,chinstrap penguin,17,1,1984,1983,250,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Kitchen Point,KITC,48.1,-59.346999999999994,-62.386999999999304,chinstrap penguin,11,2,1987,1986,2500,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Cape Kjellman,KJEL,48.1,-59.41449999999999,-63.72489999999953,chinstrap penguin,18,1,1987,1986,,,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Lair Point,LAIR,48.1,-61.035299999999985,-62.614999999999334,chinstrap penguin,3,2,1987,1986,50,2,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Lajarte Island,LAJA,48.1,-63.47519999999998,-64.23569999999958,chinstrap penguin,,,1990,1990,800,4,nests,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Larsen Island,LARS,48.2,-46.077699999999986,-60.59549999999886,chinstrap penguin,4,1,1984,1983,10000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Islet south of Le Petit Prince,LEPP,48.1,-58.02099999999999,-61.910999999999184,chinstrap penguin,,,1980,1980,230,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Lions Rump,LION,48.1,-58.12289999999999,-62.13309999999923,chinstrap penguin,,,2010,2010,32,1,nests,ground,<strong>Korczak-Abshire  M.  M. W&#281;grzyn  P. J. Angiel  and M. Lisowska  </strong><i> 2013</i>. Pygoscelid penguins breeding distribution and population trends at Lions Rump rookery  King George Island. Polish Polar Research 34:87-99.
Litwin Bay (southwest of Davey Point),LITW,48.1,-58.56499999999998,-61.98699999999921,chinstrap penguin,,,1980,1980,8500,1,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Llano Point,LLAN,48.1,-58.445999999999984,-62.17599999999924,chinstrap penguin,,,1996,1996,2,1,nests,ground,<strong>Ciaputa  P. and K. Sierakowski  </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie  chinstrap  and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34  King George Island  Antarctica. Polish Polar Research 20:355-365. 5
Cape Lloyd,LLOY,48.1,-54.01029999999998,-61.12979999999901,chinstrap penguin,4,2,1977,1976,100,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Lobodon Island,LOBO,48.1,-61.60089999999999,-64.08599999999959,chinstrap penguin,29,1,1986,1985,10,1,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Cape Lookout,LOOK,48.1,-55.204999999999984,-61.277999999999025,chinstrap penguin,13,12,2016,2016,2869,1,nests,ground photo,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
