site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Earle Island,EARL,48.1,-54.78329999999999,-63.48329999999949,ad{\'e}lie penguin,14,12,2015,2015,21071,2,nests,uav,<strong>Borowicz  A.  P. McDowall  C. Youngflesh  T. Sayre-McCord  G. Clucas  R. Herman  S. Forrest  M. Rider  M. Schwaller  T. Hart  S. Jenouvrier  M. Polito  H. Singh  and H. J. Lynch  </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.
Eden Rocks,EDEN,48.1,-55.701799999999984,-63.494599999999494,ad{\'e}lie penguin,19,2,2011,2010,45374,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Edmonson Point,EDMO,88.1,165.06659999999997,-74.31669999999998,ad{\'e}lie penguin,,12,2013,2013,2698,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Edwards Islands,EDWI,88.3,-103.00569999999999,-73.87009999999998,ad{\'e}lie penguin,12,1,2010,2009,58058,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Emperor Island,EMPE,48.1,-68.70999999999998,-67.86469999999987,ad{\'e}lie penguin,14,1,2013,2012,1420,1,chicks,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Etna Island,ETNA,48.1,-55.178999999999995,-63.09479999999943,ad{\'e}lie penguin,22,1,2011,2010,226,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Cape Evensen (mainland),EVEN,48.1,-65.68299999999999,-66.16399999999977,ad{\'e}lie penguin,17,1,2013,2012,163,1,nests,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Cape Evensen (offshore rocks),EVER,48.1,-65.72045399999999,-66.15790399999977,ad{\'e}lie penguin,17,1,2013,2012,223,1,chicks,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Fortenberry,FBER,88.1,167.07889999999998,-70.76619999999994,ad{\'e}lie penguin,4,12,2011,2011,342,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Ferrier Peninsula,FERR,48.2,-44.42499999999998,-60.71499999999888,ad{\'e}lie penguin,,,2004,2004,35858,3,nests,ground,<strong>Coria  N. R.  D. Montalti  E. F. Rombol&#225;  M. M. Santos  M. I. Garcia Beto&#241;o  and M. A. Ju&#225;res </strong><i> 2011</i>. Birds at Laurie Island  South Orkney Islands  Antarctica: Breeding species and their distribution. Marine Ornithology 39:207-213.
Fish Islands,FISH,48.1,-65.36109999999998,-66.02749999999978,ad{\'e}lie penguin,18,1,2013,2012,1608,1,chicks,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Fitchie Bay,FITC,48.2,-44.493999999999986,-60.71399999999888,ad{\'e}lie penguin,,,2004,2004,0,1,nests,ground,<strong>Coria  N. R.  D. Montalti  E. F. Rombol&#225;  M. M. Santos  M. I. Garcia Beto&#241;o  and M. A. Ju&#225;res </strong><i> 2011</i>. Birds at Laurie Island  South Orkney Islands  Antarctica: Breeding species and their distribution. Marine Ornithology 39:207-213.
Fizkin Island (islet northeast of Fizkin Island),FIZK,48.1,-65.47999999999999,-65.51399999999971,ad{\'e}lie penguin,7,1,2013,2012,113,1,nests,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Fliess Bay,FLIE,48.1,-55.24119999999999,-63.204499999999456,ad{\'e}lie penguin,22,1,2011,2010,77,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Forbes Glacier,FORB,58.4.2,62.28579999999999,-67.59639999999986,ad{\'e}lie penguin,11,2,2011,2010,1028,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Franklin Island East,FRAE,88.1,168.41009999999994,-76.15809999999998,ad{\'e}lie penguin,,12,2010,2010,991,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Fram Islands,FRAM,58.4.1,139.82499999999993,-66.6369999999998,ad{\'e}lie penguin,15,2,2011,2010,878,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Franklin Island West,FRAW,88.1,168.33829999999998,-76.16179999999999,ad{\'e}lie penguin,16,2,2011,2010,41339,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Gerd Island,GERD,48.2,-45.74369999999998,-60.65739999999886,ad{\'e}lie penguin,17,2,2011,2010,1086,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Gerlache Island,GERL,48.1,-64.21399999999998,-64.60099999999964,ad{\'e}lie penguin,2,1,1985,1984,171,1,nests,ground,<strong>Parmalee  D. F. and C. C. Rimmer  </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island  Antarctica. British Antarctic Survey Bulletin 76:65-73.
Ginger Island,GING,48.1,-68.68579999999999,-67.74939999999987,ad{\'e}lie penguin,11,1,2013,2012,3335,1,chicks,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Gibbney Island,GNEY,58.4.2,62.320499999999996,-67.55429999999986,ad{\'e}lie penguin,11,2,2011,2010,12246,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Gourlay Point,GOPT,48.2,-45.58629999999999,-60.73089999999889,ad{\'e}lie penguin,17,2,2011,2010,3926,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Gosling Islands,GOSL,48.2,-45.941999999999986,-60.64199999999885,ad{\'e}lie penguin,4,1,1984,1983,8523,3,chicks,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Gourdin Island,GOUR,48.1,-57.30739999999998,-63.19689999999946,ad{\'e}lie penguin,2,12,1998,1998,16334,2,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Graptolite Island,GRAP,48.2,-44.462099999999985,-60.715899999998875,ad{\'e}lie penguin,,,2004,2004,16300,3,nests,ground,<strong>Coria  N. R.  D. Montalti  E. F. Rombol&#225;  M. M. Santos  M. I. Garcia Beto&#241;o  and M. A. Ju&#225;res </strong><i> 2011</i>. Birds at Laurie Island  South Orkney Islands  Antarctica: Breeding species and their distribution. Marine Ornithology 39:207-213.
Green Island,GREI,48.1,-64.14869999999999,-65.32359999999971,ad{\'e}lie penguin,6,1,2013,2012,0,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Hannah Point,HANN,48.1,-60.61339999999999,-62.65449999999935,ad{\'e}lie penguin,12,12,1995,1995,0,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
"Cape Hansen, Coronation Island",HANS,48.2,-45.583999999999996,-60.65899999999885,ad{\'e}lie penguin,17,1,2012,2011,5980,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Haswell Island,HASW,58.4.1,93.00999999999998,-66.51999999999978,ad{\'e}lie penguin,18,1,2012,2011,4011,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Harald Bay,HBAY,88.1,157.68939999999998,-69.19769999999991,ad{\'e}lie penguin,7,2,2012,2011,21033,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Henry Islands,HENR,58.4.1,120.62059999999998,-66.87809999999983,ad{\'e}lie penguin,20,11,2009,2009,58,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Heroina Island,HERO,48.1,-54.608299999999986,-63.39439999999947,ad{\'e}lie penguin,9,12,2015,2015,292363,2,nests,uav,<strong>Borowicz  A.  P. McDowall  C. Youngflesh  T. Sayre-McCord  G. Clucas  R. Herman  S. Forrest  M. Rider  M. Schwaller  T. Hart  S. Jenouvrier  M. Polito  H. Singh  and H. J. Lynch  </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.
Cape Hinode,HINO,58.4.2,42.66120000000001,-68.14529999999989,ad{\'e}lie penguin,9,2,2009,2008,360,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Hokuro Cove,HOKU,58.4.2,39.629,-69.21299999999992,ad{\'e}lie penguin,,,2004,2004,400,1,adults,ground,<strong>Kato  A.  and Y. Ropert-Coudert </strong><i> 2006</i>. Rapid increase in Ad&#233;lie penguin populations in the L&#252tzow-Holm Bay area since the mid 1990s.  Polar Bioscience 20: 55-62.
Holdfast Point (mainland and offshore rocks),HOLD,48.1,-66.58669999999998,-66.79169999999984,ad{\'e}lie penguin,17,1,2013,2012,721,1,chicks,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Holl/O'Connor,HOLL,58.4.1,110.43149999999997,-66.4117999999998,ad{\'e}lie penguin,30,1,2011,2010,30514,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Hope Bay,HOPE,48.1,-56.99779999999999,-63.39719999999947,ad{\'e}lie penguin,27,10,1985,1985,123850,1,nests,ground,<strong>Myrcha  A.  A. Tatur  and R. d. Valle  </strong><i> 1987</i>. Numbers of Ad&#233;lie penguins breeding at Hope Bay and Seymour Island rookeries (West Antarctica) in 1985. Polish Polar Research 8:411-422.
Humble Island,HUMB,48.1,-64.08749999999999,-64.76469999999965,ad{\'e}lie penguin,10,12,2011,2011,587,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Ifo Island Area,IFOI,58.4.1,139.72799999999998,-66.6269999999998,ad{\'e}lie penguin,,,1998,1998,839,1,nests,ground,<strong>Micol  T. and P. Jouventin  </strong><i> 2001</i>. Long-term population trends in seven Antarctic seabirds at Pointe G&#233;ologie (Terre Ad&#233;lie) Human impact compared with environmental change. Polar Biology 24:175-185.
Inexpressible Island,INEX,88.1,163.72869999999998,-74.90089999999998,ad{\'e}lie penguin,,12,2013,2013,36117,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Ivanhoff Head,IVAN,58.4.1,109.12759999999997,-66.88029999999983,ad{\'e}lie penguin,27,12,2009,2009,6130,1,adults,ground,<strong>Southwell  C. and L. Emmerson  </strong><i> 2013</i>. First population counts at newly discovered Ad&#233;lie penguin <i>Pygoscelis adeliae</i> breeding sites along the Wilhelm II  Queen Mary and Wilkes Land coastlines  East Antarctica. Marine Ornithology 41:87-89.
Janet Rock,JANE,58.4.1,139.16509999999997,-66.56979999999982,ad{\'e}lie penguin,15,2,2011,2010,1899,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Jingle Island,JING,48.1,-65.32529999999998,-65.43029999999972,ad{\'e}lie penguin,7,1,2013,2012,592,1,nests,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Cape Jones,JONE,88.1,169.22719999999995,-73.27619999999999,ad{\'e}lie penguin,,12,2013,2013,41,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Joubin Islands,JOUB,48.1,-64.39919999999998,-64.77439999999964,ad{\'e}lie penguin,,,1990,1990,1251,4,nests,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Cape Jules,JULE,58.4.1,140.91889999999998,-66.74379999999981,ad{\'e}lie penguin,13,2,2011,2010,56399,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Kidson Island,KIDS,58.4.2,61.186999999999976,-67.21439999999984,ad{\'e}lie penguin,2,2,2011,2010,1334,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
King Point,KING,48.1,-55.480999999999995,-63.15999999999944,ad{\'e}lie penguin,12,1,2011,2010,28,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Kirby Head,KIRB,58.4.2,46.537199999999984,-67.27259999999984,ad{\'e}lie penguin,2,12,2011,2011,4325,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Kirton/Macklin,KIRT,58.4.2,63.637799999999984,-67.49069999999985,ad{\'e}lie penguin,28,12,2006,2006,12955,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
"Knobble Head, Bransfield Island",KNOB,48.1,-56.569399999999995,-63.16189999999945,ad{\'e}lie penguin,,,1960,1960,100,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Kuno Point,KUNO,48.1,-67.16029999999999,-66.3977999999998,ad{\'e}lie penguin,10,1,2013,2012,235,1,nests,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Kuzira Point,KUZI,58.4.2,38.26669999999999,-69.59999999999992,ad{\'e}lie penguin,11,2,2010,2009,0,1,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Lagotellerie Island,LAGO,48.1,-67.40169999999999,-67.88689999999987,ad{\'e}lie penguin,13,1,2013,2012,7483,1,chicks,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Islet next to Laktionov Island,LAKT,48.1,-65.78973699999999,-65.75853099999975,ad{\'e}lie penguin,8,1,2013,2012,38,1,nests,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Lauff Island,LAUF,88.2,-126.77489999999999,-73.23249999999997,ad{\'e}lie penguin,13,12,2009,2009,0,1,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Islet 1 km west of Lavosier Island,LAVO,48.1,-66.82899999999998,-66.12199999999979,ad{\'e}lie penguin,10,1,2013,2012,17,1,nests,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
Lewis Island,LEWI,58.4.1,134.38489999999996,-66.10509999999977,ad{\'e}lie penguin,12,12,2009,2009,1719,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Lions Rump,LION,48.1,-58.12289999999999,-62.13309999999923,ad{\'e}lie penguin,,,2010,2010,3751,1,nests,ground,<strong>Korczak-Abshire  M.  M. W&#281;grzyn  P. J. Angiel  and M. Lisowska  </strong><i> 2013</i>. Pygoscelid penguins breeding distribution and population trends at Lions Rump rookery  King George Island. Polish Polar Research 34:87-99.
Litchfield Island,LITC,48.1,-64.09189999999998,-64.77079999999965,ad{\'e}lie penguin,,,2008,2008,0,1,nests,ground,<strong>(ATCM) ANTARCTIC TREATY CONSULTATIVE MEETING  </strong><i> 2009a</i>. Management plan for Antarctic Specially Protected Area No. 113: Litchfield Island  Arthur Harbor Anvers Island  Palmer Archipelago. Measure 4  Final Report of the Thirty-second Antarctic Treaty Consultative Meeting  Baltimore  United States. 
Llano Point,LLAN,48.1,-58.445999999999984,-62.17599999999924,ad{\'e}lie penguin,,1,2014,2013,3627,1,chicks,ground,<strong>Antarctic Ecosystem Research Group  </strong><i> 2014a</i>. 13 January 2014 weekly field reports: Copacabana  King George Island. Technical Report 2  National Oceanic & Atmospheric Administration  La Jolla  United States. 
Long Peninsula Island,LONG,58.4.2,78.32399999999998,-68.41629999999991,ad{\'e}lie penguin,14,12,2011,2011,3252,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Lovill Bluff,LOVI,88.2,-127.43609999999998,-73.53799999999997,ad{\'e}lie penguin,13,12,2009,2009,1540,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Low Tongue,LOWT,58.4.2,61.990599999999986,-67.54559999999985,ad{\'e}lie penguin,29,11,2008,2008,4455,1,adults,aerial,<strong>Wilson  D.  R. Pike  D. Southwell  and C. Southwell  </strong><i> 2009</i>. A systematic survey of breeding Ad&#233;lie penguins (<i>Pygoscelis adeliae</i>) along the Mawson and Kemp Land coasts  East Antarctica: New colonies and population counts. Antarctic Science 21:591-592.
Lindsay Islands,LSAY,88.3,-103.18289999999999,-73.60939999999997,ad{\'e}lie penguin,8,3,2011,2010,80704,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
MacKellar Islands,MACK,58.4.1,142.64999999999998,-66.96699999999983,ad{\'e}lie penguin,5,2,2011,2010,80360,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Madder Cliff (Joinville Island),MADD,48.1,-56.48309999999999,-63.298899999999456,ad{\'e}lie penguin,8,1,2012,2011,34022,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Madder Cliff Island,MADI,48.1,-56.498999999999995,-63.305999999999464,ad{\'e}lie penguin,1,1,2018,2017,1000,4,nests,offshore vessel,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Maher Island,MAHE,88.2,-127.05029999999996,-73.19829999999997,ad{\'e}lie penguin,1,2,2011,2010,10111,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Mallory Point,MALL,58.4.1,108.64329999999997,-66.82999999999983,ad{\'e}lie penguin,21,1,2011,2010,4621,2,adults,aerial photo,<strong>Southwell  C. and L. Emmerson  </strong><i> 2013</i>. First population counts at newly discovered Ad&#233;lie penguin <i>Pygoscelis adeliae</i> breeding sites along the Wilhelm II  Queen Mary and Wilkes Land coastlines  East Antarctica. Marine Ornithology 41:87-89.
Mame-zima,MAME,58.4.2,39.48329999999999,-69.01669999999991,ad{\'e}lie penguin,,,2004,2004,621,1,adults,ground,<strong>Kato  A.  and Y. Ropert-Coudert </strong><i> 2006</i>. Rapid increase in Ad&#233;lie penguin populations in the L&#252tzow-Holm Bay area since the mid 1990s.  Polar Bioscience 20: 55-62.
Mandible Cirque,MAND,88.1,169.24999999999997,-73.11699999999999,ad{\'e}lie penguin,,12,2013,2013,25122,2,nests,aerial,<strong>Lyver  P. O.  </strong><i> ???? </i> Ad&#233;lie census data. dataset.
Point Martin,MART,48.2,-44.718499999999985,-60.770899999998896,ad{\'e}lie penguin,,,2004,2004,26450,2,nests,ground,<strong>Coria  N. R.  D. Montalti  E. F. Rombol&#225;  M. M. Santos  M. I. Garcia Beto&#241;o  and M. A. Ju&#225;res </strong><i> 2011</i>. Birds at Laurie Island  South Orkney Islands  Antarctica: Breeding species and their distribution. Marine Ornithology 39:207-213.
Mawson Coast (excl. Bechervaise Island),MAWS,58.4.2,62.940599999999996,-67.55629999999985,ad{\'e}lie penguin,11,2,2011,2010,39691,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Mount Biscoe,MBIS,58.4.2,51.32749999999998,-66.22089999999977,ad{\'e}lie penguin,15,2,2011,2010,28536,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
McDonald Point,MCDO,58.4.2,59.66539999999998,-67.34269999999984,ad{\'e}lie penguin,14,11,2009,2009,20,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Meholmen Island,MEHO,58.4.2,39.4788,-69.02539999999993,ad{\'e}lie penguin,29,11,1984,1984,2,1,adults,ground,<strong>Ishikawa  S.  O. Matsuda  and K. Kawagushi  </strong><i> 1988</i>. Ad&#233;lie penguin census in the 1984-85 breeding season near Syowa Station  Antarctica with reference to the banding effect on the population. Antarctic Record 32:302-307.
Merritt Island,MERR,58.4.1,107.15649999999997,-66.45879999999981,ad{\'e}lie penguin,1,2,2010,2009,532,2,adults,aerial photo,<strong>Southwell  C. and L. Emmerson  </strong><i> 2013</i>. First population counts at newly discovered Ad&#233;lie penguin <i>Pygoscelis adeliae</i> breeding sites along the Wilhelm II  Queen Mary and Wilkes Land coastlines  East Antarctica. Marine Ornithology 41:87-89.
Mount Gleadell,MGLE,58.4.2,50.439999999999976,-66.94099999999983,ad{\'e}lie penguin,26,1,2010,2009,1576,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Hollin/Midgley,MIDG,58.4.1,110.40359999999997,-66.3258999999998,ad{\'e}lie penguin,30,1,2011,2010,6311,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Mizukuguri Cove,MIZU,58.4.2,39.61399999999998,-69.19699999999992,ad{\'e}lie penguin,,,2004,2004,1144,1,adults,ground,<strong>Kato  A.  and Y. Ropert-Coudert </strong><i> 2006</i>. Rapid increase in Ad&#233;lie penguin populations in the L&#252tzow-Holm Bay area since the mid 1990s.  Polar Bioscience 20: 55-62.
Mount Riiser-Larsen,MRII,58.4.2,50.551099999999984,-66.7907999999998,ad{\'e}lie penguin,26,1,2010,2009,1562,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Myall/McMahon,MYAL,58.4.2,45.735599999999984,-67.67209999999987,ad{\'e}lie penguin,9,2,2011,2010,686,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
North Cape (d'Urville Island),NCAP,48.1,-56.48899999999998,-62.9739999999994,ad{\'e}lie penguin,,,1960,1960,75,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Nelly Island,NEIS,58.4.1,110.17819999999999,-66.22939999999977,ad{\'e}lie penguin,24,2,2011,2010,1316,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Nella/Thalla Islands,NELL,88.1,166.08729999999997,-70.61359999999995,ad{\'e}lie penguin,27,1,2011,2010,477,5,nests,vhr,<strong>Lynch  H. J. and M. A. LaRue  </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.
Northeast of Smiggers Island,NESM,48.1,-65.34648299999999,-65.45157099999973,ad{\'e}lie penguin,7,1,2013,2012,11,1,nests,ground,<strong>Casanovas  P.  R. Naveen  S. Forrest  J. Poncet  and H. J. Lynch  </strong><i> 2015</i>. A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula. Polar Biology 38:927-940.
